time,Grand Est,Nouvelle-Aquitaine,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Bretagne,Centre-Val de Loire,Île-de-France,Occitanie,Hauts-de-France,Normandie,Pays de la Loire,Provence-Alpes-Côte d'Azur
2010-05-01,172.44185,223.10027,143.95917,142.87218,256.49576,236.30379,250.76814,150.7069,236.70625,239.85564,257.0199,203.40996
2010-05-02,160.23381,231.68439,171.94214,169.38068,243.8007,222.46082,208.38231,213.77106,152.9825,194.48033,224.20393,209.3597
2010-05-03,201.25604,223.4481,198.42311,244.1295,269.36697,275.31238,229.9372,150.87209,171.86607,259.92383,273.74057,210.71513
2010-05-04,207.80379,151.03592,134.11375,118.56646,312.96432,214.31384,286.11392,97.94712,304.48715,305.29782,311.20898,185.21246
2010-05-05,167.89113,125.89004,89.438576,99.91995,290.5892,176.77985,203.78912,120.62225,271.767,278.51895,273.18243,155.53288
2010-05-06,107.29629,231.83575,177.6646,119.38279,186.13727,283.0862,287.9115,206.78801,294.4686,309.70023,288.98163,224.92876
2010-05-07,214.58626,211.49263,283.6206,254.05522,172.42326,243.4273,232.11812,295.81815,258.19894,214.36517,202.21135,261.08322
2010-05-08,245.47694,204.17932,204.69641,218.14763,212.42125,152.84007,222.96063,230.44283,254.82698,230.40974,158.44669,171.12317
2010-05-09,206.76848,118.111664,141.47905,155.54382,195.65376,175.54051,211.49,194.80103,237.4975,236.93437,147.37825,238.05286
2010-05-10,192.03194,298.80774,236.22005,229.87976,113.631386,197.55054,181.38861,269.4358,241.92432,171.41301,146.49684,270.09354
2010-05-11,102.95202,199.896,189.07619,158.65852,256.12662,120.64495,64.05568,266.20697,104.43408,158.19667,153.49141,238.64363
2010-05-12,206.72887,218.10152,161.83513,210.76892,264.981,237.46973,250.42427,194.59418,263.54257,273.09824,292.2656,232.18701
2010-05-13,176.17793,207.69518,199.47621,216.03247,268.59433,272.69836,265.42838,174.04497,258.87875,272.49466,285.26157,295.9193
2010-05-14,202.36914,297.3794,210.86292,255.29297,177.76561,282.20908,235.53113,227.82402,271.2213,260.65665,237.67384,276.55444
2010-05-15,271.19327,262.5707,238.19228,253.25142,272.66467,282.80902,300.94373,288.75476,274.1625,303.56348,256.21277,236.74146
2010-05-16,264.01086,273.14554,273.84454,290.855,226.2511,298.40445,302.16006,275.6903,274.13815,263.69565,235.59673,291.98468
2010-05-17,251.57951,259.79153,297.43784,260.1094,315.66342,256.7531,262.83902,284.60254,241.38817,316.6709,313.58563,344.79422
2010-05-18,306.72696,305.22125,311.86465,305.58487,275.07745,297.11804,281.90878,319.44028,282.70584,296.17917,294.768,332.6296
2010-05-19,284.48383,317.27835,316.93372,305.53653,217.4836,333.5968,339.92484,305.88626,334.8556,302.96338,296.82047,270.51404
2010-05-20,259.6753,347.12045,326.32376,283.99063,270.255,344.61276,338.06882,347.73254,297.56757,309.08694,334.90808,338.53445
2010-05-21,325.65985,346.22586,331.29913,331.93262,331.23242,336.2118,329.37314,349.71597,329.5309,332.02847,333.73312,313.87634
2010-05-22,338.63394,349.7969,336.64825,342.83286,336.87756,338.28394,333.24414,349.5599,337.21912,335.40933,334.16666,327.12045
2010-05-23,340.40295,349.0763,332.8682,344.9888,346.4257,343.05664,340.75366,343.94693,338.61197,344.08688,345.04434,292.79117
2010-05-24,343.712,350.475,350.3256,348.45322,346.88538,347.4514,343.038,356.12036,337.8812,344.38614,348.031,325.46933
2010-05-25,317.7777,274.45163,339.16797,313.0038,248.6903,225.06471,252.83907,323.4683,285.14096,223.88818,220.09802,362.33237
2010-05-26,235.06877,226.16585,236.05177,243.53096,255.58192,268.52405,263.57065,294.01578,164.04897,213.29045,282.72546,341.83023
2010-05-27,229.46452,285.23795,309.58487,295.95972,209.35994,290.63626,242.57721,313.7134,219.9898,212.49297,263.26596,352.1779
2010-05-28,276.5177,278.61404,231.36015,254.69832,342.09396,308.17435,344.26572,194.27051,337.29077,340.73434,347.9515,200.0756
2010-05-29,281.56775,193.41832,264.1702,246.51909,158.90215,140.72586,175.07967,307.02795,202.33588,119.87461,118.52253,318.7219
2010-05-30,231.78596,209.21938,164.41982,166.44139,263.58646,224.22876,224.84026,210.57465,215.85872,251.38696,272.80377,272.43326
2010-05-31,242.24162,217.64417,281.26645,288.86478,201.44446,284.38443,265.87918,251.18172,190.73596,295.3629,219.52461,317.3995
2010-06-01,191.40259,198.93816,299.52362,237.46281,205.96346,188.77531,179.6877,254.58195,129.20312,142.18184,165.88948,333.89233
2010-06-02,314.37573,291.819,287.9467,305.5887,330.18213,254.22041,305.687,313.50174,328.79916,294.05728,297.6071,344.27722
2010-06-03,323.0038,353.29758,302.02634,323.39847,348.2478,348.65613,349.71365,358.90735,353.5082,353.5577,350.93045,306.24277
2010-06-04,353.40762,340.14334,344.49142,346.70743,334.33182,346.3571,350.8688,355.5454,348.8956,345.8771,335.38297,347.51358
2010-06-05,355.46652,345.14822,345.27994,353.87167,234.80023,334.26614,330.1196,350.46533,315.68808,284.93854,304.17703,335.00626
2010-06-06,208.65492,206.07707,211.2501,204.27458,325.00998,214.61792,212.86798,182.30347,186.98473,284.39276,312.21765,264.51736
2010-06-07,330.7449,292.14682,328.51578,304.54074,191.16853,261.22928,301.11502,331.47824,301.95615,253.50645,224.95186,258.75327
2010-06-08,164.82983,143.14832,191.8795,133.27026,260.15543,172.43755,228.49788,232.60632,257.09286,256.4977,239.2209,274.91367
2010-06-09,199.14355,175.05833,192.2701,178.8269,227.09312,102.68735,89.34087,154.16512,112.04499,225.70128,244.80528,250.65729
2010-06-10,190.12788,261.6996,230.22801,177.94112,162.27678,167.12274,140.78508,256.58463,117.18359,151.68507,210.3598,316.34268
2010-06-11,309.78848,273.69135,285.90762,299.30566,273.71152,304.0355,325.8971,267.6094,317.7822,309.40152,287.1581,332.47815
2010-06-12,267.44385,290.2324,304.62338,300.34235,315.40637,279.24518,265.5166,308.26904,273.03427,302.62366,279.61075,306.09644
2010-06-13,229.5967,228.21477,266.85022,269.16495,278.8626,217.83301,214.57637,246.7098,204.11424,255.8127,236.55354,275.22485
2010-06-14,212.7542,197.76332,177.64441,171.89154,236.19788,170.19313,151.90805,140.7817,204.08064,184.15968,255.35333,291.90524
2010-06-15,219.55719,210.09674,126.420265,140.68881,276.92957,183.77446,265.39914,208.38628,297.52676,276.70825,232.56726,114.310265
2010-06-16,251.19641,101.20945,151.84299,128.82748,349.1626,181.55501,311.02148,263.19418,348.60898,324.9598,290.58557,269.82645
2010-06-17,133.21198,231.636,179.19922,149.1108,332.0483,167.11906,160.3502,291.75085,204.6734,297.4589,267.76578,273.50827
2010-06-18,293.4928,251.47699,272.2596,218.85406,355.2649,223.21027,313.06757,264.8187,280.09586,328.81174,272.09695,339.53455
2010-06-19,281.10458,202.4701,159.20612,224.26257,289.53442,267.31567,322.7457,170.12323,279.49472,316.93588,258.4957,228.1468
2010-06-20,285.41345,334.9365,271.1438,286.65622,364.39868,314.20956,248.1457,337.61597,206.31445,317.84647,357.44247,263.33087
2010-06-21,295.53903,351.8583,307.6816,315.53955,344.45932,297.40347,266.70523,365.5123,261.67508,284.56165,304.46402,349.8091
2010-06-22,352.2947,361.33142,363.2931,357.18082,345.86987,356.51016,350.49963,373.65518,332.2943,335.54968,350.58142,349.0669
2010-06-23,340.24152,363.75037,353.34317,353.35596,309.9636,354.34802,348.35464,369.98938,350.90836,348.86337,343.48654,314.65195
2010-06-24,351.0978,360.54312,365.98535,356.76123,339.86465,350.69302,331.23242,366.57022,337.07437,336.24014,347.3873,342.79434
2010-06-25,325.14957,355.11557,346.2084,334.88034,355.7671,343.7081,344.71042,359.8672,334.8444,354.7014,355.52466,304.55746
2010-06-26,335.81998,350.59073,353.37094,342.86816,353.80826,343.49008,342.46255,347.29517,339.62085,348.08292,349.405,331.57523
2010-06-27,344.54776,291.32468,339.69003,336.282,277.0499,303.5997,318.5073,292.57816,334.2397,292.58167,244.51515,311.76376
2010-06-28,311.44495,224.1864,303.55106,302.1707,342.19943,235.24133,264.5068,259.3649,317.5892,300.5066,201.24312,290.04553
2010-06-29,301.98,312.24802,295.24194,300.87436,332.61435,268.79062,298.27707,280.10864,317.0007,340.0559,339.9053,271.6502
2010-06-30,306.8944,331.5819,322.51816,337.47836,299.31638,331.23386,327.96033,336.11862,335.48907,340.54813,316.29602,238.32582
2010-07-01,305.15054,346.21738,322.6738,336.62927,280.70093,329.7556,275.67502,345.83557,278.5228,290.86072,317.68594,296.583
2010-07-02,325.82532,266.4066,310.16098,330.74704,226.00697,305.94662,325.88498,324.2866,319.8572,272.9352,288.4572,239.17676
2010-07-03,272.76718,242.42017,313.76257,280.96545,317.84485,208.15674,172.23586,280.44183,175.86816,189.68462,240.16052,290.24316
2010-07-04,304.18567,306.3197,302.11917,310.26938,342.56912,333.83768,346.6227,246.76982,346.05862,350.78384,349.1625,337.1572
2010-07-05,287.34964,337.6119,346.6637,330.60696,285.90848,292.70364,226.56245,347.25732,270.0742,265.531,281.3129,328.7566
2010-07-06,311.01306,347.33627,340.79575,333.9185,342.7413,342.93423,330.7202,352.23563,314.7645,321.85623,344.92114,331.68033
2010-07-07,350.03683,360.67563,360.13293,354.8026,344.40723,352.3057,347.86227,366.9109,323.28046,336.29553,357.1017,341.63406
2010-07-08,347.76865,308.76578,349.5336,336.3521,346.33737,334.93088,350.0895,346.7643,340.6519,351.2412,330.50406,334.59982
2010-07-09,220.60295,286.56985,281.9919,206.13112,312.85233,269.5586,243.33533,286.44424,250.53001,279.99533,301.99347,299.43198
2010-07-10,297.85974,324.43323,247.39665,245.49406,338.86398,272.12292,216.75818,300.30527,282.56958,336.96548,333.60266,229.4282
2010-07-11,297.19455,295.85278,328.1003,309.93777,281.39334,303.66394,317.35345,302.26013,332.3712,321.74963,329.29456,317.56787
2010-07-12,153.77838,238.16774,246.11975,189.77649,274.46826,191.63843,137.72557,281.77844,150.85347,195.34529,278.3291,324.4152
2010-07-13,302.86633,317.5981,300.72372,307.45242,250.62901,310.7803,293.3137,324.82748,268.9537,279.83554,309.629,296.09482
2010-07-14,305.95767,262.41443,322.26733,302.7852,288.76105,208.52136,217.48079,320.2698,236.17175,235.24274,225.45259,348.12497
2010-07-15,335.8328,318.98254,342.1216,334.32156,312.85403,312.81638,320.70187,344.3699,317.2662,320.293,316.93387,347.6362
2010-07-16,338.8945,327.70175,344.55533,342.9275,319.42838,302.21646,284.31116,334.4574,278.6713,319.41,304.04034,339.1113
2010-07-17,200.98352,255.65852,214.36021,186.33034,314.56357,258.9683,309.41843,247.86665,315.52396,324.29294,301.98605,289.92096
2010-07-18,346.587,350.27823,355.11606,348.61002,339.31076,345.50668,345.071,356.50037,340.05582,342.01868,343.69223,359.5542
2010-07-19,341.1543,343.19345,349.806,344.74106,274.50232,339.14117,333.31387,352.27316,316.84714,297.59982,314.624,342.0848
2010-07-20,312.95023,300.49765,337.7716,322.22116,188.72337,253.62584,254.14006,321.1207,203.35255,173.2992,251.5283,329.40945
2010-07-21,215.1985,188.73567,241.5028,204.19868,304.8194,180.06535,169.6858,240.76733,172.37549,227.2464,295.59552,302.87442
